MAC,starttime,endtime,station,strongsignal,weaksignal,times,diff,mobiledevice
78:45:61:70:11:b8,9,16.23,441,-47,-71,20,24,N
78:45:61:70:11:b8,9,16.23,440,-31,-50,19,19,N
78:45:61:70:11:b8,9,16.23,441,-51,-67,14,16,N
c8:3a:35:22:62:58,9.2,16.23,418,-49,-88,1,39,N
00:16:78:5b:3f:60,15.44,16.24,40,-52,-87,5,35,N
f4:29:81:3f:25:d0,16.19,16.24,5,-50,-90,8,40,Y
78:45:61:70:11:b8,9,16.24,444,-39,-64,3,25,N
44:39:c4:b6:df:e2,9,16.24,442,-36,-79,9,43,N
44:97:5a:a2:f8:54,9,16.24,442,-49,0,0,0,N
c8:3a:35:22:62:58,9.2,16.24,419,-40,-89,5,49,N
c8:3a:35:22:62:58,9.2,16.24,419,-48,-91,3,43,N
c8:3a:35:22:62:58,9.2,16.24,419,-39,-86,1,47,N
c8:f2:30:87:92:dd,16.07,16.26,19,-38,-90,28,52,Y
c8:f2:30:87:92:dd,16.07,16.26,19,-42,-89,21,47,Y
48:6b:2c:0e:ae:50,16.18,16.26,8,-54,-86,2,32,Y
6c:59:40:a4:b2:84,9,16.26,446,-51,-74,10,23,N
c8:3a:35:22:62:58,9.2,16.26,421,-48,-90,3,42,N
c8:3a:35:22:62:58,9.2,16.26,421,-38,-89,3,51,N
c8:3a:35:22:62:58,9.2,16.26,421,-48,-89,2,41,N
1c:60:de:9e:31:1a,11.09,16.27,317,-54,0,0,0,N
18:dc:56:c0:2e:b0,15.05,16.27,82,-52,0,0,0,Y
1c:cd:e5:15:38:af,15.2,16.27,66,-59,-75,8,16,N
1c:cd:e5:15:38:af,15.2,16.27,66,-54,-77,7,23,N
1c:cd:e5:15:38:af,15.2,16.27,66,-45,-81,6,36,N
00:16:78:5b:3f:60,15.44,16.27,42,-48,-86,6,38,N
00:1c:a3:04:36:26,15.44,16.27,43,-52,-85,2,33,N
00:1c:a3:04:36:26,15.44,16.27,42,-52,-82,2,30,N
00:16:78:5b:3f:60,15.44,16.27,43,-50,-84,1,34,N
c8:f2:30:87:92:dd,16.07,16.27,20,-54,-89,19,35,Y
c8:f2:30:87:92:dd,16.07,16.27,20,-44,-82,19,38,Y
c8:f2:30:87:92:dd,16.07,16.27,20,-46,-72,19,26,Y
c8:f2:30:87:92:dd,16.07,16.27,19,-46,-84,9,38,Y
44:39:c4:b6:df:e2,9,16.27,445,-36,-83,15,47,N
44:39:c4:b6:df:e2,9,16.27,445,-40,-75,14,35,N
44:39:c4:b6:df:e2,9,16.27,446,-37,-78,6,41,N
78:45:61:70:11:b8,9,16.27,445,-31,-84,22,53,N
78:45:61:70:11:b8,9,16.27,445,-31,-86,18,55,N
78:45:61:70:11:b8,9,16.27,445,-31,-51,18,20,N
78:45:61:70:11:b8,9,16.27,445,-48,-88,16,40,N
78:45:61:70:11:b8,9,16.27,445,-51,-73,16,22,N
78:45:61:70:11:b8,9,16.27,445,-49,-90,15,41,N
78:45:61:70:11:b8,9,16.27,445,-51,-67,15,16,N
78:45:61:70:11:b8,9,16.27,445,-53,-83,14,30,N
78:45:61:70:11:b8,9,16.27,445,-32,-48,13,16,N
78:45:61:70:11:b8,9,16.27,445,-53,-80,12,27,N
6c:59:40:8e:7f:7a,9,16.27,443,-39,-85,1,46,N
c8:3a:35:22:62:58,9.2,16.27,421,-39,-90,4,51,N
c8:3a:35:22:62:58,9.2,16.27,422,-48,-88,3,40,N
70:14:a6:26:bb:50,11.43,16.28,285,-54,-84,10,30,Y
18:dc:56:c0:2e:b0,15.05,16.28,83,-52,-89,1,37,Y
00:1a:95:99:3f:4b,15.32,16.28,56,-49,-87,9,38,Y
00:16:78:5b:3f:60,15.44,16.28,44,-50,-84,3,34,N
c8:f2:30:87:92:dd,16.07,16.28,21,-46,-66,13,20,Y
c8:3a:35:19:f2:10,16.21,16.28,7,-46,0,0,0,N
2c:28:2d:8d:48:ae,16.22,16.28,6,-52,-90,5,38,Y
6c:59:40:a4:b2:84,9,16.28,448,-48,-72,12,24,N
44:39:c4:b6:df:e2,9,16.28,447,-37,-78,10,41,N
78:45:61:70:11:b8,9,16.28,446,-45,-70,22,25,N
78:45:61:70:11:b8,9,16.28,446,-49,-87,21,38,N
78:45:61:70:11:b8,9,16.28,445,-45,-70,20,25,N
78:45:61:70:11:b8,9,16.28,446,-31,-89,18,58,N
78:45:61:70:11:b8,9,16.28,446,-53,-68,15,15,N
c8:3a:35:22:62:58,9.2,16.28,423,-39,-91,3,52,N
c8:f2:30:87:92:dd,16.07,16.29,21,-36,-88,20,52,Y
2c:28:2d:8d:48:ae,16.22,16.29,7,-26,-88,1,62,Y
6c:59:40:a4:b2:84,9,16.29,448,-47,-72,7,25,N
78:45:61:70:11:b8,9,16.29,449,-36,-75,3,39,N
78:45:61:70:11:b8,9,16.29,447,-31,-74,20,43,N
c8:3a:35:22:62:58,9.2,16.29,424,-47,0,0,0,N
18:dc:56:c0:2e:b0,15.05,16.3,84,-52,-88,5,36,Y
c8:f2:30:87:92:dd,16.07,16.3,22,-54,-75,12,21,Y
44:97:5a:a2:f8:54,9,16.3,449,-54,0,0,0,N
78:45:61:70:11:b8,9,16.3,448,-30,-89,18,59,N
78:45:61:70:11:b8,9,16.3,448,-53,-76,14,23,N
78:45:61:70:11:b8,9,16.3,447,-52,-70,13,18,N
78:45:61:70:11:b8,9,16.3,448,-54,-67,10,13,N
c8:3a:35:22:62:58,9.2,16.3,424,-38,-90,3,52,N
dc:6d:cd:85:21:15,14.22,16.31,128,-40,0,0,0,Y
c8:ee:a6:16:18:6b,14.39,16.31,111,-46,0,0,0,N
c8:f2:30:87:92:dd,16.07,16.31,24,-40,-89,10,49,Y
c8:f2:30:87:92:dd,16.07,16.31,23,-45,-85,10,40,Y
c8:f2:30:87:92:dd,16.07,16.31,23,-52,-68,5,16,Y
48:6b:2c:0e:ae:50,16.18,16.31,12,-48,-89,4,41,Y
6c:59:40:a4:b2:84,9,16.31,450,-44,-79,14,35,N
6c:59:40:a4:b2:84,9,16.31,450,-47,-71,14,24,N
78:45:61:70:11:b8,9,16.31,449,-48,-70,20,22,N
78:45:61:70:11:b8,9,16.31,449,-30,-74,17,44,N
78:45:61:70:11:b8,9,16.31,449,-52,-67,13,15,N
c8:3a:35:22:62:58,9.2,16.31,426,-47,0,0,0,N
c8:3a:35:22:62:58,9.2,16.31,426,-38,0,0,0,N
6c:59:40:a4:b2:84,9,16.32,452,-41,-78,12,37,N
78:45:61:70:11:b8,9,16.32,449,-48,-70,17,22,N
c8:3a:35:22:62:58,9.2,16.32,427,-47,-87,4,40,N
c8:3a:35:22:62:58,9.2,16.32,427,-39,-86,1,47,N
c8:3a:35:22:62:58,9.2,16.32,427,-46,0,0,0,N
1c:60:de:9e:31:1a,11.5,16.33,282,-54,-85,1,31,N
00:16:78:5b:3f:60,15.44,16.33,49,-52,-82,1,30,N
c8:f2:30:87:92:dd,16.07,16.33,25,-41,-67,12,26,Y
c8:f2:30:87:92:dd,16.07,16.33,25,-51,-77,8,26,Y
6c:59:40:a4:b2:84,9,16.33,452,-40,-80,12,40,N
44:39:c4:b6:df:e2,9,16.33,452,-35,-84,11,49,N
78:45:61:70:11:b8,9,16.33,451,-48,-87,23,39,N
78:45:61:70:11:b8,9,16.33,451,-30,-93,22,63,N
78:45:61:70:11:b8,9,16.33,451,-30,-83,19,53,N
78:45:61:70:11:b8,9,16.33,451,-53,-85,15,32,N
78:45:61:70:11:b8,9,16.33,451,-52,-81,15,29,N
c8:3a:35:22:62:58,9.2,16.33,428,-38,-89,3,51,N
c8:3a:35:22:62:58,9.2,16.33,428,-49,-87,2,38,N
48:5a:b6:d7:d0:3d,9.2,16.33,428,-48,0,0,0,Y
70:14:a6:26:bb:50,11.43,16.34,291,-53,-88,17,35,Y
78:45:61:70:11:b8,9,16.34,452,-46,-81,20,35,N
78:45:61:70:11:b8,9,16.34,452,-30,-77,20,47,N
48:5a:b6:d7:d0:3d,9.2,16.34,429,-47,-88,2,41,Y
c8:3a:35:22:62:58,9.2,16.34,429,-39,-85,1,46,N
00:16:78:5b:3f:60,15.44,16.35,51,-52,-83,4,31,N
2c:5b:b8:53:d6:d1,16.23,16.35,12,-47,-81,2,34,Y
78:45:61:70:11:b8,9,16.35,454,-39,-80,3,41,N
44:39:c4:b6:df:e2,9,16.35,454,-51,-85,11,34,N
78:45:61:70:11:b8,9,16.35,453,-48,-79,20,31,N
c8:3a:35:22:62:58,9.2,16.35,429,-48,-89,1,41,N
70:14:a6:26:bb:50,11.43,16.36,293,-54,-89,17,35,Y
70:14:a6:26:bb:50,11.43,16.36,293,-54,-84,12,30,Y
a4:44:d1:de:e1:d5,13.39,16.36,177,-47,-89,1,42,Y
c8:f2:30:87:92:dd,16.07,16.36,28,-34,-80,10,46,Y
c8:f2:30:87:92:dd,16.07,16.36,28,-30,-74,10,44,Y
2c:5b:b8:53:d6:d1,16.23,16.36,12,-46,-85,3,39,Y
2c:5b:b8:53:d6:d1,16.23,16.36,12,-52,-85,2,33,Y
2c:5b:b8:53:d6:d1,16.23,16.36,12,-29,-85,1,56,Y
2c:5b:b8:53:d6:d1,16.23,16.36,13,-31,0,0,0,Y
6c:59:40:a4:b2:84,9,16.36,455,-52,-73,9,21,N
78:45:61:70:11:b8,9,16.36,454,-30,-79,22,49,N
78:45:61:70:11:b8,9,16.36,453,-48,-76,20,28,N
78:45:61:70:11:b8,9,16.36,454,-30,-77,18,47,N
78:45:61:70:11:b8,9,16.36,454,-52,-82,15,30,N
78:45:61:70:11:b8,9,16.36,454,-52,-81,15,29,N
c8:3a:35:22:62:58,9.2,16.36,431,-38,-89,2,51,N
48:5a:b6:d7:d0:3d,9.2,16.36,431,-48,-86,2,38,Y
c8:3a:35:22:62:58,9.2,16.36,431,-48,0,0,0,N
c8:3a:35:1f:d0:b0,9.3,16.36,425,-29,-89,7,60,N
a4:44:d1:de:e1:d5,13.39,16.37,178,-55,-90,4,35,Y
a4:44:d1:de:e1:d5,13.39,16.37,178,-42,-87,3,45,Y
2c:5b:b8:53:d6:d1,16.23,16.37,13,-54,0,0,0,Y
2c:5b:b8:53:d6:d1,16.23,16.37,13,-47,0,0,0,Y
78:45:61:70:11:b8,9,16.37,455,-50,-70,16,20,N
78:45:61:70:11:b8,9,16.37,454,-52,-84,13,32,N
c8:3a:35:1f:d0:b0,9.3,16.37,425,-45,-89,4,44,N
c8:3a:35:60:e6:50,10.14,16.38,383,-35,-87,8,52,N
00:16:78:2a:1e:a8,11.07,16.38,330,-49,-92,12,43,N
70:14:a6:26:bb:50,11.43,16.38,295,-54,-87,16,33,Y
00:16:78:5b:3f:60,15.44,16.38,54,-49,-84,3,35,N
00:1c:a3:04:36:26,15.44,16.38,54,-51,-85,1,34,N
c8:f2:30:87:92:dd,16.07,16.38,30,-42,-81,9,39,Y
c8:f2:30:87:92:dd,16.07,16.38,30,-47,-89,6,42,Y
2c:5b:b8:53:d6:d1,16.23,16.38,14,-40,-90,4,50,Y
2c:5b:b8:53:d6:d1,16.23,16.38,14,-49,-85,2,36,Y
2c:5b:b8:53:d6:d1,16.23,16.38,15,-33,0,0,0,Y
44:39:c4:b6:df:e2,9,16.38,456,-35,-62,4,27,N
44:97:5a:a2:f8:54,9,16.38,456,-52,0,0,0,N
78:45:61:70:11:b8,9,16.38,456,-30,-83,20,53,N
78:45:61:70:11:b8,9,16.38,456,-50,-79,20,29,N
78:45:61:70:11:b8,9,16.38,456,-30,-57,18,27,N
78:45:61:70:11:b8,9,16.38,455,-54,-67,12,13,N
c8:f2:30:54:e9:1d,9.1,16.38,443,-39,0,0,0,Y
c8:3a:35:22:62:58,9.2,16.38,433,-49,-92,2,43,N
c8:3a:35:22:62:58,9.2,16.38,433,-38,0,0,0,N
70:14:a6:26:bb:50,11.43,16.39,296,-54,-88,13,34,Y
a4:44:d1:de:e1:d5,13.39,16.39,180,-44,-90,5,46,Y
2c:5b:b8:53:d6:d1,16.23,16.39,15,-53,-86,2,33,Y
2c:5b:b8:53:d6:d1,16.23,16.39,15,-46,0,0,0,Y
28:e1:4c:24:ea:ea,16.33,16.39,6,-58,-79,5,21,Y
78:45:61:70:11:b8,9,16.39,459,-38,-63,4,25,N
44:97:5a:a2:f8:54,9,16.39,457,-51,0,0,0,N
78:45:61:70:11:b8,9,16.39,457,-45,-80,20,35,N
78:45:61:70:11:b8,9,16.39,457,-31,-85,18,54,N
78:45:61:70:11:b8,9,16.39,456,-52,-79,16,27,N
c8:3a:35:22:62:58,9.2,16.39,434,-48,-88,1,40,N
c8:3a:35:60:e6:50,10.14,16.4,386,-40,-86,9,46,N
1c:60:de:9e:31:1a,11.09,16.4,330,-46,-85,1,39,N
70:14:a6:26:bb:50,11.43,16.4,297,-54,-85,14,31,Y
a4:44:d1:de:e1:d5,13.39,16.4,181,-53,-87,1,34,Y
2c:5b:b8:38:e7:56,16.29,16.4,11,-51,-83,1,32,Y
c8:3a:35:60:e6:30,16.33,16.4,6,-37,-78,1,41,N
c8:f2:30:54:e9:1d,9.1,16.4,444,-39,0,0,0,Y
48:5a:b6:d7:d0:3d,9.2,16.4,435,-48,-91,3,43,Y
c8:3a:35:22:62:58,9.2,16.4,435,-47,-88,3,41,N
c8:3a:35:22:62:58,9.2,16.4,435,-39,0,0,0,N
1c:60:de:9e:31:1a,11.09,16.41,331,-46,-88,2,42,N
c8:f2:30:99:82:01,11.36,16.41,305,-48,-89,1,41,Y
2c:5b:b8:53:d6:d1,16.23,16.41,17,-49,0,0,0,Y
2c:5b:b8:53:d6:d1,16.23,16.41,17,-46,0,0,0,Y
6c:59:40:a4:b2:84,9,16.41,461,-45,-82,22,37,N
44:39:c4:b6:df:e2,9,16.41,460,-52,-82,11,30,N
44:97:5a:a2:f8:54,9,16.41,459,-52,0,0,0,N
78:45:61:70:11:b8,9,16.41,458,-49,-73,18,24,N
78:45:61:70:11:b8,9,16.41,458,-52,-76,17,24,N
78:45:61:70:11:b8,9,16.41,459,-50,-69,17,19,N
78:45:61:70:11:b8,9,16.41,459,-53,-71,14,18,N
70:14:a6:26:bb:50,11.43,16.42,299,-53,-84,16,31,Y
70:14:a6:26:bb:50,11.43,16.42,299,-54,-91,15,37,Y
2c:5b:b8:53:d6:d1,16.23,16.42,18,-40,-89,1,49,Y
78:45:61:70:11:b8,9,16.42,459,-30,-67,20,37,N
78:45:61:70:11:b8,9,16.42,460,-41,-70,18,29,N
78:45:61:70:11:b8,9,16.42,459,-31,-61,18,30,N
78:45:61:70:11:b8,9,16.42,460,-52,-67,13,15,N
1c:60:de:9e:31:1a,11.09,16.43,333,-46,0,0,0,N
c8:f2:30:99:82:01,11.36,16.43,307,-39,0,0,0,Y
a4:44:d1:de:e1:d5,13.39,16.43,184,-44,-82,3,38,Y
a4:44:d1:de:e1:d5,13.39,16.43,184,-52,0,0,0,Y
c8:f2:30:2f:1f:26,16.13,16.43,30,-48,-90,6,42,Y
2c:5b:b8:53:d6:d1,16.23,16.43,19,-47,-87,1,40,Y
44:97:5a:a2:f8:54,9,16.43,461,-53,0,0,0,N
78:45:61:70:11:b8,9,16.43,461,-50,-85,23,35,N
78:45:61:70:11:b8,9,16.43,461,-31,-86,17,55,N
78:45:61:70:11:b8,9,16.43,460,-54,-69,15,15,N
c8:3a:35:22:62:58,9.2,16.43,438,-39,-90,4,51,N
c8:3a:35:22:62:58,9.2,16.43,438,-48,-88,3,40,N
48:5a:b6:d7:d0:3d,9.2,16.43,438,-47,-85,2,38,Y
70:14:a6:26:bb:50,11.43,16.44,300,-54,-94,14,40,Y
74:c3:30:92:6a:6a,15.01,16.44,102,-43,-91,3,48,N
c8:f2:30:2f:1f:26,16.13,16.44,30,-38,-89,9,51,Y
2c:5b:b8:53:d6:d1,16.23,16.44,20,-27,0,0,0,Y
2c:5b:b8:38:e7:56,16.29,16.44,14,-51,-84,1,33,Y
6c:59:40:a4:b2:84,9,16.44,463,-45,-72,15,27,N
78:45:61:70:11:b8,9,16.44,461,-30,-87,29,57,N
78:45:61:70:11:b8,9,16.44,462,-51,-84,16,33,N
78:45:61:70:11:b8,9,16.44,462,-53,-68,15,15,N
00:16:78:5b:3f:60,15.44,16.45,61,-51,0,0,0,N
2c:5b:b8:38:e7:56,16.29,16.45,15,-27,0,0,0,Y
44:39:c4:b6:df:e2,9,16.45,463,-37,-80,16,43,N
78:45:61:70:11:b8,9,16.45,463,-54,-79,13,25,N
6c:59:40:8e:7f:7a,9,16.45,460,-37,0,0,0,N
48:5a:b6:d7:d0:3d,9.2,16.45,440,-42,-89,2,47,Y
2c:5b:b8:53:d6:d1,16.23,16.46,22,-48,-86,1,38,Y
2c:5b:b8:53:d6:d1,16.23,16.46,23,-40,0,0,0,Y
78:45:61:70:11:b8,9,16.46,464,-30,-69,21,39,N
78:45:61:70:11:b8,9,16.46,464,-49,-88,20,39,N
78:45:61:70:11:b8,9,16.46,464,-31,-84,17,53,N
78:45:61:70:11:b8,9,16.46,463,-52,-81,14,29,N
78:45:61:70:11:b8,9,16.46,464,-54,-67,11,13,N
28:fa:a0:aa:e2:b5,11.27,16.48,321,-27,-83,3,56,Y
28:fa:a0:aa:e2:b5,11.27,16.48,321,-52,-82,1,30,Y
28:fa:a0:aa:e2:b5,11.27,16.48,321,-49,-82,1,33,Y
c8:3a:35:60:e6:30,16.33,16.48,14,-37,-85,4,48,N
c8:3a:35:60:e6:30,16.33,16.48,15,-39,-83,4,44,N
6c:59:40:a4:b2:84,9,16.48,467,-52,-75,17,23,N
78:45:61:70:11:b8,9,16.48,468,-39,-82,3,43,N
44:39:c4:b6:df:e2,9,16.48,467,-38,-81,8,43,N
78:45:61:70:11:b8,9,16.48,466,-31,-93,21,62,N
78:45:61:70:11:b8,9,16.48,466,-50,-70,19,20,N
78:45:61:70:11:b8,9,16.48,466,-49,-77,18,28,N
78:45:61:70:11:b8,9,16.48,466,-31,-62,17,31,N
78:45:61:70:11:b8,9,16.48,465,-52,-68,16,16,N
78:45:61:70:11:b8,9,16.48,466,-52,-67,15,15,N
2c:5b:b8:8f:42:26,9,16.48,465,-28,0,0,0,Y
c8:f2:30:54:e9:1d,9.1,16.48,452,-39,-91,1,52,Y
c8:f2:30:54:e9:1d,9.1,16.48,452,-48,-90,1,42,Y
c8:f2:30:54:e9:1d,9.1,16.48,452,-39,0,0,0,Y
c8:3a:35:22:62:58,9.2,16.48,443,-39,-90,5,51,N
c8:3a:35:22:62:58,9.2,16.48,443,-47,0,0,0,N
c8:3a:35:1f:d0:b0,9.3,16.48,437,-47,-88,2,41,N
2c:5b:b8:53:d6:d1,16.23,16.49,25,-54,0,0,0,Y
2c:5b:b8:53:d6:d1,16.23,16.49,25,-31,0,0,0,Y
6c:59:40:a4:b2:84,9,16.49,469,-45,-77,20,32,N
78:45:61:70:11:b8,9,16.49,468,-38,-61,4,23,N
78:45:61:70:11:b8,9,16.49,467,-29,-68,18,39,N
78:45:61:70:11:b8,9,16.49,467,-53,-70,15,17,N
c8:f2:30:54:e9:1d,9.1,16.49,453,-47,0,0,0,Y
c8:f2:30:54:e9:1d,9.1,16.49,454,-38,0,0,0,Y
28:fa:a0:ae:de:7b,15.41,16.5,68,-49,-79,5,30,Y
2c:5b:b8:53:d6:d1,16.23,16.5,26,-27,-91,1,64,Y
6c:59:40:a4:b2:84,9,16.5,469,-39,-78,15,39,N
78:45:61:70:11:b8,9,16.5,468,-29,-75,21,46,N
78:45:61:70:11:b8,9,16.5,468,-49,-70,19,21,N
78:45:61:70:11:b8,9,16.5,468,-49,-70,19,21,N
78:45:61:70:11:b8,9,16.5,468,-52,-75,15,23,N
00:0a:f5:b5:60:d4,16.38,16.51,13,-45,-78,4,33,N
38:ca:da:2f:7c:d1,16.41,16.51,9,-52,0,0,0,Y
44:39:c4:b6:df:e2,9,16.51,470,-49,-83,11,34,N
44:97:5a:a2:f8:54,9,16.51,470,-54,0,0,0,N
c8:f2:30:54:e9:1d,9.1,16.51,455,-39,0,0,0,Y
48:5a:b6:d7:d0:3d,9.2,16.51,446,-40,0,0,0,Y
c8:3a:35:1f:d0:b0,9.3,16.51,440,-53,-81,2,28,N
28:fa:a0:ae:de:7b,15.41,16.52,70,-49,-80,1,31,Y
28:fa:a0:ae:de:7b,15.41,16.52,70,-40,-75,1,35,Y
78:45:61:70:11:b8,9,16.52,470,-46,-79,23,33,N
78:45:61:70:11:b8,9,16.52,470,-30,-60,19,30,N
78:45:61:70:11:b8,9,16.52,470,-47,-70,18,23,N
78:45:61:70:11:b8,9,16.52,470,-31,-62,18,31,N
78:45:61:70:11:b8,9,16.52,470,-52,-81,16,29,N
78:45:61:70:11:b8,9,16.52,470,-52,-67,14,15,N
c8:f2:30:54:e9:1d,9.1,16.52,456,-48,0,0,0,Y
48:5a:b6:d7:d0:3d,9.2,16.52,447,-39,-93,4,54,Y
c8:3a:35:22:62:58,9.2,16.52,447,-39,-85,1,46,N
c8:3a:35:22:62:58,9.2,16.52,447,-48,0,0,0,N
28:fa:a0:ae:de:7b,15.41,16.53,71,-29,-77,1,48,Y
78:45:61:70:11:b8,9,16.53,471,-30,-64,20,34,N
78:45:61:70:11:b8,9,16.53,471,-50,-69,16,19,N
78:45:61:70:11:b8,9,16.53,471,-54,-69,14,15,N
c8:3a:35:22:62:58,9.2,16.53,448,-46,0,0,0,N
6c:25:b9:62:54:b2,16.41,16.55,13,-45,-74,8,29,Y
6c:59:40:a4:b2:84,9,16.55,475,-45,-79,19,34,N
6c:59:40:a4:b2:84,9,16.55,475,-52,-76,15,24,N
78:45:61:70:11:b8,9,16.55,475,-38,-64,4,26,N
44:97:5a:a2:f8:54,9,16.55,473,-54,0,0,0,N
c8:3a:35:22:62:58,9.2,16.55,450,-48,-89,4,41,N
6c:59:40:a4:b2:84,9,16.56,475,-42,-72,13,30,N
c8:3a:35:22:62:58,9.2,16.56,451,-39,-88,3,49,N
28:fa:a0:ae:de:7b,15.41,16.57,75,-28,-79,4,51,Y
1c:60:de:93:be:30,15.41,16.57,76,-52,0,0,0,N
28:fa:a0:ae:de:7b,15.41,16.57,75,-27,0,0,0,Y
c8:3a:35:00:4d:a8,16.09,16.57,47,-44,0,0,0,N
2c:5b:b8:53:d6:d1,16.23,16.57,34,-50,-84,3,34,Y
6c:59:40:8e:7f:7a,16.49,16.57,7,-36,0,0,0,N
78:45:61:70:11:b8,9,16.57,475,-45,-90,23,45,N
78:45:61:70:11:b8,9,16.57,475,-48,-70,21,22,N
78:45:61:70:11:b8,9,16.57,475,-30,-96,20,66,N
78:45:61:70:11:b8,9,16.57,475,-30,-86,20,56,N
78:45:61:70:11:b8,9,16.57,475,-30,-49,19,19,N
78:45:61:70:11:b8,9,16.57,475,-49,-70,18,21,N
78:45:61:70:11:b8,9,16.57,475,-30,-86,17,56,N
78:45:61:70:11:b8,9,16.57,475,-52,-81,17,29,N
78:45:61:70:11:b8,9,16.57,475,-52,-79,16,27,N
78:45:61:70:11:b8,9,16.57,475,-53,-81,14,28,N
78:45:61:70:11:b8,9,16.57,475,-53,-67,14,14,N
78:45:61:70:11:b8,9,16.57,475,-52,-66,13,14,N
6c:59:40:92:3c:44,9,16.57,474,-37,-82,3,45,N
6c:59:40:92:3c:44,9,16.57,473,-37,-79,2,42,N
c8:f2:30:54:e9:1d,9.1,16.57,461,-47,-89,2,42,Y
c8:3a:35:1f:d0:b0,9.3,16.57,446,-47,-84,1,37,N
c8:3a:35:22:62:58,9.2,16.58,452,-39,0,0,0,N
1c:60:de:9e:31:1a,11.09,16.59,349,-52,-86,1,34,N
28:fa:a0:ae:de:7b,15.41,16.59,77,-53,-81,1,28,Y
28:fa:a0:ae:de:7b,15.41,16.59,77,-30,-74,1,44,Y
2c:5b:b8:53:d6:d1,16.23,16.59,36,-41,-90,11,49,Y
2c:5b:b8:53:d6:d1,16.23,16.59,35,-28,-90,9,62,Y
2c:5b:b8:53:d6:d1,16.23,16.59,35,-49,-86,5,37,Y
c8:3a:35:60:e6:30,16.33,16.59,26,-37,-82,3,45,N
00:0a:f5:b5:60:d4,16.38,16.59,21,-51,-84,24,33,N
78:45:61:70:11:b8,9,16.59,477,-30,-83,25,53,N
78:45:61:70:11:b8,9,16.59,477,-31,-52,20,21,N
78:45:61:70:11:b8,9,16.59,477,-50,-70,17,20,N
78:45:61:70:11:b8,9,16.59,477,-53,-68,14,15,N
78:45:61:70:11:b8,9,16.59,477,-51,-67,13,16,N
48:5a:b6:d7:d0:3d,9.2,16.59,454,-39,-91,5,52,Y
c8:3a:35:22:62:58,9.2,16.59,453,-48,-90,1,42,N
48:5a:b6:d7:d0:3d,9.2,16.59,454,-52,0,0,0,Y
c8:3a:35:22:62:58,9.2,16.59,454,-38,0,0,0,N
c8:3a:35:1f:d0:b0,9.3,16.59,448,-52,-92,11,40,N
c8:3a:35:1f:d0:b0,9.3,16.59,447,-53,-89,4,36,N
2c:5b:b8:53:d6:d1,16.23,17,36,-49,-88,1,39,Y
78:45:61:70:11:b8,9,17,477,-48,-69,18,21,N
78:45:61:70:11:b8,9,17,478,-30,-48,17,18,N
68:17:29:b4:1e:64,12.51,17.02,251,-54,-88,3,34,N
e4:5a:a2:96:15:e2,14.2,17.02,162,-54,-93,5,39,Y
78:45:61:70:11:b8,9,17.02,480,-48,-69,20,21,N
78:45:61:70:11:b8,9,17.02,480,-31,-57,18,26,N
78:45:61:70:11:b8,9,17.02,480,-31,-49,17,18,N
78:45:61:70:11:b8,9,17.02,480,-49,-69,16,20,N
78:45:61:70:11:b8,9,17.02,480,-54,-71,13,17,N
78:45:61:70:11:b8,9,17.02,480,-51,-67,12,16,N
74:e5:0b:4c:dd:20,10.29,17.03,393,-50,0,0,0,N
2c:5b:b8:d7:77:96,14.53,17.03,130,-27,0,0,0,Y
28:fa:a0:ae:de:7b,15.41,17.03,81,-44,-86,2,42,Y
28:fa:a0:ae:de:7b,15.41,17.03,81,-49,0,0,0,Y
00:0a:f5:b5:60:d4,16.38,17.03,25,-44,-79,18,35,N
00:0a:f5:b5:60:d4,16.38,17.03,25,-45,-79,15,34,N
38:ca:da:2f:7c:d1,16.41,17.03,22,-41,-87,2,46,Y
38:ca:da:2f:7c:d1,16.41,17.03,22,-47,-85,1,38,Y
38:ca:da:2f:7c:d1,16.41,17.03,22,-54,0,0,0,Y
74:1b:b2:2a:32:20,16.48,17.03,15,-52,-78,22,26,Y
74:1b:b2:2a:32:20,16.48,17.03,15,-44,-83,20,39,Y
e4:5a:a2:b9:9b:2a,16.57,17.03,6,-55,-90,11,35,Y
e4:5a:a2:b9:9b:2a,16.57,17.03,6,-53,-92,10,39,Y
e4:5a:a2:b9:9b:2a,16.57,17.03,6,-53,-91,8,38,Y
e4:5a:a2:b9:9b:2a,16.57,17.03,6,-53,-84,5,31,Y
6c:59:40:a4:b2:84,9,17.03,483,-45,-78,31,33,N
6c:59:40:a4:b2:84,9,17.03,483,-49,-79,23,30,N
6c:59:40:a4:b2:84,9,17.03,483,-52,-74,22,22,N
78:45:61:70:11:b8,9,17.03,483,-38,-72,4,34,N
44:97:5a:a2:f8:54,9,17.03,482,-50,-87,3,37,N
44:97:5a:a2:f8:54,9,17.03,481,-49,-82,2,33,N
78:45:61:70:11:b8,9,17.03,481,-31,-64,18,33,N
78:45:61:70:11:b8,9,17.03,481,-52,-69,12,17,N
78:45:61:70:11:b8,9,17.03,480,-53,-67,12,14,N
c8:3a:35:22:62:58,9.2,17.03,458,-47,-88,4,41,N
c8:3a:35:22:62:58,9.2,17.03,458,-47,-87,3,40,N
c8:3a:35:22:62:58,9.2,17.03,458,-38,-87,3,49,N
48:5a:b6:d7:d0:3d,9.2,17.03,458,-47,-89,2,42,Y
48:5a:b6:d7:d0:3d,9.2,17.03,458,-43,-88,2,45,Y
