MAC,starttime,endtime,station,strongsignal,weaksignal,times,diff,mobiledevice
04:48:9a:d2:d3:1d,09.52,09.57,5,-51,0,0,0,Y
08:3e:8e:82:98:4d,16.3,17.45,74,-34,-88,1,54,Y
0c:77:1a:15:12:32,10.25,17.4,434,-27,-57,2,30,Y
10:f6:81:29:72:04,09.39,17.58,499,-27,-86,1,59,Y
10:f6:81:93:53:aa,09.03,11.33,150,-46,-80,22,34,Y
10:f6:81:93:53:aa,14.42,17.4,177,-49,-80,15,31,Y
10:f6:81:c5:ea:4b,12.32,13.28,56,-52,-83,1,31,Y
14:36:c6:08:c1:e6,13.54,10.37,196,-48,-83,18,35,Y
14:3e:bf:ef:84:ec,11,11.13,13,-29,0,0,0,Y
14:48:8b:35:71:40,12.24,13,36,-52,-89,2,37,Y
14:8f:c6:f0:da:cd,16.12,16.51,39,-50,-83,6,33,Y
14:8f:c6:f0:da:cd,15.12,16.51,99,-54,-93,5,39,Y
14:8f:c6:f1:fd:1e,16.39,17.36,57,-28,-89,1,61,Y
14:8f:c6:f1:fd:1e,09.26,10.39,73,-27,0,0,0,Y
18:dc:56:36:fc:55,12.43,13,17,-53,-92,12,39,Y
18:dc:56:b9:17:3b,13.17,13.37,20,-53,-74,7,21,Y
18:dc:56:b9:2a:98,09.02,09.15,13,-16,-89,5,73,Y
18:dc:56:ee:c1:66,09.35,10.47,72,-13,0,0,0,Y
18:e3:bc:3d:03:02,10.17,17.16,419,-47,-80,9,33,Y
24:24:0e:de:7d:f5,10.07,10.15,8,-49,-84,26,35,Y
24:24:0e:de:7d:f5,14.47,15.13,25,-49,-83,29,34,Y
24:24:0e:de:7d:f5,09.56,18,483,-49,-89,20,40,Y
24:24:0e:de:7d:f5,09.16,18,523,-53,-85,15,32,Y
28:56:5a:05:d4:3b,13.02,17.56,293,-50,0,0,0,Y
28:56:5a:05:d4:3b,09.41,17.56,494,-52,0,0,0,Y
28:56:5a:60:4d:01,13.05,17.51,285,-52,0,0,0,Y
28:e1:4c:23:be:eb,09.55,12.46,171,-50,-65,1,15,Y
28:fa:a0:0f:83:b4,16.42,16.48,5,-54,-90,2,36,Y
28:fa:a0:0f:83:b4,09.19,09.26,6,-49,0,0,0,Y
28:fa:a0:12:07:d2,10.3,11.24,54,-23,-87,1,64,Y
28:fa:a0:1a:d4:5c,15.42,15.47,5,-27,-88,1,61,Y
28:fa:a0:1e:9a:e4,12.02,12.38,35,-27,-88,1,61,Y
28:fa:a0:2b:c8:8c,16.42,16.48,6,-27,-87,2,60,Y
28:fa:a0:2d:25:46,10.34,10.27,7,-50,-60,7,10,Y
28:fa:a0:ab:15:3f,11.44,17.07,323,-52,-76,12,24,Y
28:fa:a0:ab:9e:d7,10.36,10.48,11,-49,-91,6,42,Y
28:fa:a0:ab:9e:d7,14.1,15.48,98,-48,0,0,0,Y
28:fa:a0:ad:a3:e1,15.42,16.28,46,-48,-75,18,27,Y
28:fa:a0:ad:a3:e1,15.42,16.28,46,-51,-79,15,28,Y
28:fa:a0:ae:3e:23,13.57,14.49,51,-54,-88,1,34,Y
2c:28:2d:0e:3d:a1,10.51,17.09,377,-40,-79,1,39,Y
2c:28:2d:8b:75:8f,10.06,14.5,283,-50,-73,5,23,Y
2c:5b:b8:1e:20:40,11.39,11.44,5,-24,-87,1,63,Y
2c:5b:b8:24:b1:f5,10.11,10.59,47,-51,-85,1,34,Y
2c:5b:b8:24:b1:f5,14.09,15.18,68,-53,-93,12,40,Y
2c:5b:b8:2e:d9:81,11.33,12.24,50,-56,-86,13,30,Y
2c:5b:b8:41:4a:d7,11.03,14.25,202,-29,-94,22,65,Y
2c:5b:b8:45:d1:be,12.43,12.49,6,-44,-88,1,44,Y
2c:5b:b8:47:5c:97,15.52,17.24,92,-51,-87,2,36,Y
2c:5b:b8:47:da:d1,16.29,16.59,30,-53,-73,4,20,Y
2c:5b:b8:47:da:d1,11.22,10.49,32,-51,-86,6,35,Y
2c:5b:b8:49:e3:a4,14.11,14.19,8,-45,-82,6,37,Y
2c:5b:b8:49:e3:a4,09.10,17,469,-50,-74,5,24,Y
2c:5b:b8:60:76:c0,09.09,10.26,76,-30,0,0,0,Y
2c:5b:b8:7a:99:59,13.56,16.03,126,-23,0,0,0,Y
2c:5b:b8:8c:3d:62,17.4,17.45,5,-24,-88,1,64,Y
2c:5b:b8:95:52:00,12.15,12.39,23,-23,-89,1,66,Y
2c:5b:b8:99:f9:6d,13.57,14.07,9,-27,-87,1,60,Y
2c:5b:b8:a5:48:3a,12.09,12.59,50,-53,-91,7,38,Y
2c:5b:b8:b1:3f:08,09.55,17.24,449,-46,-90,16,44,Y
2c:5b:b8:b1:3f:08,09.09,17.24,495,-37,-92,13,55,Y
2c:5b:b8:b1:3f:08,09.17,17.43,506,-47,-89,32,42,Y
2c:5b:b8:bb:b5:0f,13.38,13.44,5,-37,0,0,0,Y
2c:5b:b8:be:d5:b6,17.05,17.2,15,-49,0,0,0,Y
2c:5b:b8:be:d5:b6,11.37,13.33,115,-40,-84,3,44,Y
2c:5b:b8:d7:db:d7,09.28,11.48,139,-26,-89,3,63,Y
2c:5b:b8:d7:dc:5b,11.17,11.37,19,-27,0,0,0,Y
2c:5b:b8:e3:d9:dc,13.1,13.24,14,-47,-73,11,26,Y
2c:5b:b8:e3:d9:dc,09.55,13.33,218,-42,-82,12,40,Y
2c:5b:b8:e3:d9:dc,09.09,17.24,495,-38,-83,19,45,Y
2c:5b:b8:ec:e1:2a,11.44,14.16,152,-27,0,0,0,Y
2c:b4:3a:90:69:cc,13.28,15.58,150,-27,-92,2,65,Y
30:9b:ad:1b:6a:b4,13.4,16.21,161,-49,0,0,0,Y
30:9b:ad:57:6d:e5,17.26,16.2,66,-51,-84,1,33,Y
30:9b:ad:57:6d:e5,17.26,16.2,66,-51,-87,2,36,Y
30:9b:ad:78:7e:45,13.42,12.32,69,-48,-86,1,38,Y
30:a8:db:8f:cd:22,09.02,09.14,12,-12,-93,7,81,Y
34:36:3b:ac:9d:a8,15.19,17.28,129,-41,-78,8,37,Y
34:ab:37:54:4a:b9,09.13,13.09,236,-36,0,0,0,Y
38:0f:4a:16:d9:50,14.17,14.39,21,-55,0,0,0,Y
38:46:08:d4:58:32,09.09,09.17,7,-51,-62,1,11,Y
38:46:08:d4:58:32,14.13,14.4,26,-51,-84,1,33,Y
38:46:08:d4:58:32,09.47,13.5,243,-50,-89,5,39,Y
38:bc:1a:3c:1a:bd,10.34,11.1,35,-42,0,0,0,Y
38:bc:1a:3d:bf:75,14.09,14.21,12,-48,0,0,0,Y
38:bc:1a:b9:89:ad,16.42,17.51,69,-53,-85,5,32,Y
38:bc:1a:b9:89:ad,10.33,12.49,135,-51,-87,7,36,Y
38:bc:1a:e1:f9:91,09.10,10.23,73,-49,-76,7,27,Y
38:bc:1a:e1:f9:91,15.52,17.29,97,-41,-79,1,38,Y
38:bc:1a:f0:65:da,13.39,13.51,11,-53,-89,4,36,Y
38:bc:1a:fe:64:92,15.58,17.54,116,-42,0,0,0,Y
38:bc:1a:fe:64:92,14.26,16.49,143,-56,-87,5,31,Y
38:bc:1a:ff:d7:aa,12.24,17.51,327,-28,-82,2,54,Y
38:ca:da:2d:e8:cb,15.32,15.43,10,-29,0,0,0,Y
3c:91:57:c1:cb:53,10.2,16.58,397,-54,0,0,0,Y
3c:a3:48:01:20:72,11.36,12.07,30,-26,0,0,0,Y
3c:a3:48:2b:53:d0,09.06,10.59,112,-51,0,0,0,Y
3c:a3:48:31:f8:60,11.33,13.3,116,-27,-89,11,62,Y
3c:a3:48:3c:e2:8c,14.32,14.41,8,-55,-82,16,27,Y
3c:a3:48:3f:0e:66,14.18,16.16,117,-50,-77,5,27,Y
3c:a3:48:3f:0e:66,14.14,17.24,190,-51,-88,9,37,Y
3c:a3:48:3f:0e:66,13.39,17.24,225,-41,-82,7,41,Y
3c:a3:48:8a:da:b2,14.52,15.03,10,-28,-89,1,61,Y
3c:a3:48:97:70:92,14.29,15.33,64,-53,-89,6,36,Y
3c:a3:48:98:b2:52,15.18,16.42,84,-27,-87,2,60,Y
3c:a3:48:a7:61:45,10.02,10.15,12,-46,-71,5,25,Y
3c:a3:48:bc:80:ac,09.26,10,34,-52,-78,8,26,Y
3c:a3:48:bc:80:ac,13.17,16.19,182,-51,-95,24,44,Y
3c:a3:48:bc:80:ac,09.02,17.36,514,-56,-84,24,28,Y
3c:a3:48:bc:80:ac,09.05,17.4,514,-51,-75,18,24,Y
3c:a3:48:bc:80:ac,09.00,17.4,520,-44,-77,29,33,Y
3c:a3:48:ca:86:c8,10.3,10.41,11,-28,-82,1,54,Y
3c:a3:48:ce:6e:1e,09.58,10.46,48,-50,-80,9,30,Y
3c:a3:48:db:0d:82,10.39,13.34,175,-52,-90,2,38,Y
3c:a3:48:f2:26:e6,17.12,17.24,12,-29,-90,10,61,Y
3c:a3:48:fc:6e:fa,09.21,10.28,66,-11,-91,1,80,Y
40:33:1a:12:a8:09,09.57,10.23,25,-55,-86,16,31,Y
40:33:1a:8c:79:43,11.29,16.41,311,-36,-86,4,50,Y
40:45:da:39:34:e3,17.17,16.51,25,-50,0,0,0,Y
44:00:10:70:53:73,16.47,16.58,10,-50,-64,4,14,Y
44:00:10:70:53:73,09.53,10.07,14,-52,-77,16,25,Y
44:00:10:70:53:73,09.46,10.09,22,-43,-86,6,43,Y
48:13:f3:00:2f:d1,14.13,17.33,199,-52,-83,31,31,Y
48:13:f3:00:2f:d1,11.12,17.4,388,-52,-80,27,28,Y
48:13:f3:00:2f:d1,09.02,17.36,514,-56,-91,30,35,Y
48:13:f3:00:2f:d1,09.00,17.4,520,-44,-80,35,36,Y
48:13:f3:01:38:cd,09.27,10.51,83,-45,0,0,0,Y
48:13:f3:01:38:cd,13.18,16.38,200,-41,-78,5,37,Y
48:13:f3:01:38:cd,09.37,13.37,240,-49,-63,1,14,Y
48:60:bc:0a:03:07,09.45,09.28,16,-40,-90,3,50,Y
48:60:bc:91:65:3e,13.56,14.17,21,-53,0,0,0,Y
48:6b:2c:38:e1:42,09.02,09.28,26,-42,-92,21,50,Y
48:6b:2c:38:e1:42,15.36,17.41,124,-43,-89,13,46,Y
48:6b:2c:38:e1:42,09.02,17.57,535,-18,-94,13,76,Y
48:6b:2c:38:e1:42,09.02,18,538,-32,-91,7,59,Y
48:e9:f1:ca:9d:69,11.34,11.48,14,-51,-94,6,43,Y
48:e9:f1:d3:4d:be,15.49,17.43,113,-50,-81,2,31,Y
4c:7c:5f:b4:2b:be,12.52,12.57,5,-50,-78,4,28,Y
50:7a:55:8c:02:5c,09.02,09.53,50,-45,-89,11,44,Y
60:a3:7d:11:21:2d,09.15,09.32,16,-52,-86,5,34,Y
60:d9:a0:df:0e:d6,16.28,16.43,15,-40,-96,14,56,Y
60:d9:a0:df:0e:d6,09.21,17.21,479,-54,-91,6,37,Y
60:d9:a0:df:0e:d6,09.20,17.21,480,-47,-89,2,42,Y
60:f8:1d:0c:9f:ff,09.19,09.37,17,-55,-84,1,29,Y
60:f8:1d:0c:9f:ff,15.1,16.41,91,-55,0,0,0,Y
60:fa:cd:0f:3e:22,10.06,10.33,26,-44,0,0,0,Y
64:9a:be:72:be:9b,09.52,10.23,31,-50,-75,2,25,Y
68:3e:34:23:b6:82,15.18,14.41,36,-54,-76,8,22,Y
68:3e:34:2f:b0:10,09.15,09.25,10,-42,-85,6,43,Y
68:3e:34:30:9c:2b,15.34,16.09,35,-52,0,0,0,Y
68:3e:34:30:cf:ca,10.36,17.32,416,-53,-84,10,31,Y
68:3e:34:30:cf:ca,10.27,17.34,427,-43,-62,2,19,Y
68:3e:34:30:cf:ca,09.00,17.4,520,-49,-82,18,33,Y
68:3e:34:44:7e:df,10.34,10.59,25,-38,0,0,0,Y
68:3e:34:7d:e7:d4,12.31,17.16,285,-51,-81,21,30,Y
68:3e:34:7d:e7:d4,12.52,17.4,288,-52,-89,31,37,Y
68:3e:34:7d:e7:d4,09.27,17.4,492,-50,-86,24,36,Y
68:3e:34:9a:fb:03,10.01,11.14,72,-48,-85,6,37,Y
68:3e:34:9a:fb:03,15.19,17.36,137,-50,-83,3,33,Y
68:3e:34:ce:21:59,10.03,10.37,33,-46,-79,6,33,Y
68:3e:34:ce:21:59,09.15,09.54,39,-50,-78,3,28,Y
68:3e:34:ce:21:59,16.1,17.17,67,-47,-80,18,33,Y
68:3e:34:ce:21:59,09.22,16.44,442,-41,-85,14,44,Y
68:3e:34:ce:21:59,09.16,17.21,485,-49,-80,2,31,Y
68:d9:3c:44:38:48,09.02,17.51,529,-43,0,0,0,Y
68:db:ca:5c:7d:e0,13.4,15.48,127,-52,-83,2,31,Y
6c:25:b9:34:1c:9c,10.31,10.41,10,-12,-92,6,80,Y
6c:25:b9:35:09:f8,09.20,17.53,513,-48,-81,6,33,Y
6c:25:b9:78:f0:ea,13.11,13.25,14,-52,-85,6,33,Y
6c:25:b9:f1:cb:d2,09.33,14.29,295,-54,0,0,0,Y
6c:25:b9:fb:70:88,09.50,11.03,72,-49,-83,4,34,Y
6c:c2:6b:47:3b:e0,09.37,09.45,7,-12,0,0,0,Y
70:14:a6:6c:0a:44,15.24,15.32,8,-42,-79,9,37,Y
70:14:a6:d6:7e:95,15.54,17.08,73,-33,-90,3,57,Y
70:14:a6:d6:7e:95,09.02,10.48,106,-32,0,0,0,Y
70:18:8b:81:2b:7b,09.28,09.34,6,-42,0,0,0,Y
70:72:0d:f3:8a:ab,11.56,13.1,73,-32,-91,10,59,Y
70:81:eb:95:6a:7f,11.52,17.53,361,-51,0,0,0,Y
70:81:eb:a4:ca:d0,14.16,15.32,76,-42,0,0,0,Y
74:04:2b:61:4e:03,13.28,17.4,252,-32,-86,8,54,Y
74:4a:a4:70:24:98,09.24,09.41,17,-32,0,0,0,Y
74:ac:5f:1e:1c:48,14,11.56,123,-54,-78,3,24,Y
74:ac:5f:2a:4a:9c,09.49,11.03,73,-49,-85,26,36,Y
74:ac:5f:2a:4a:9c,15.1,17.53,163,-49,-86,23,37,Y
74:ad:b7:14:68:c2,09.40,10.09,28,-52,0,0,0,Y
74:ad:b7:16:78:72,10.5,10.59,8,-37,-87,1,50,Y
74:ad:b7:1c:fe:6c,15.17,15.32,15,-35,-82,1,47,Y
74:ad:b7:47:ca:f5,12.28,10.2,127,-48,-80,4,32,Y
74:ad:b7:78:a2:fc,09.13,09.39,25,-32,-83,1,51,Y
74:ad:b7:d4:41:68,13.22,15.49,147,-33,-84,7,51,Y
78:7e:61:2c:2c:0c,09.06,17.3,504,-28,-91,9,63,Y
78:d7:5f:9f:37:9e,10.23,10.45,21,-37,0,0,0,Y
78:d7:5f:9f:37:9e,10.03,11.07,63,-14,0,0,0,Y
78:d7:5f:9f:37:9e,15.17,17.51,154,-44,-86,15,42,Y
78:d7:5f:9f:37:9e,14.39,17.51,192,-33,-82,9,49,Y
78:d7:5f:9f:37:9e,14.39,17.52,193,-17,0,0,0,Y
78:dd:08:d4:96:78,14.57,16.07,70,-53,-84,2,31,Y
7c:11:be:c7:d8:c4,15.26,14.52,33,-43,-85,7,42,Y
80:22:75:8f:6e:eb,17.34,17.4,6,-45,0,0,0,Y
80:41:4e:45:fd:0a,16.29,16.44,15,-51,-83,4,32,Y
80:41:4e:73:4b:10,09.50,11.17,87,-47,-80,23,33,Y
80:41:4e:73:4b:10,14.29,17.2,171,-48,-84,36,36,Y
80:41:4e:c0:6a:31,10.51,10.59,7,-38,-87,9,49,Y
80:41:4e:c0:6a:31,16.28,16.44,15,-14,-95,9,81,Y
80:41:4e:c0:6a:31,16.29,16.45,16,-37,0,0,0,Y
80:41:4e:c0:6a:31,16.26,16.46,19,-48,-92,2,44,Y
80:41:4e:c0:6a:31,10.3,10.59,28,-45,-90,17,45,Y
84:4b:f5:9e:2e:b7,12.37,14.44,126,-41,-90,2,49,Y
84:7a:88:09:c4:de,12.02,14.44,162,-42,-81,7,39,Y
84:b1:53:8d:fb:84,16.4,17.24,44,-45,0,0,0,Y
8c:0e:e3:78:ca:b1,13.1,13.17,7,-32,0,0,0,Y
8c:0e:e3:78:ca:b1,17.03,17.2,17,-29,0,0,0,Y
90:60:f1:a9:ec:b3,09.45,13.37,232,-54,-90,12,36,Y
90:60:f1:a9:ec:b3,09.45,13.38,233,-56,-81,9,25,Y
90:60:f1:a9:ec:b3,09.02,13.42,279,-47,-82,9,35,Y
90:60:f1:d4:d6:84,12.38,13.22,43,-53,-81,13,28,Y
90:fd:61:83:60:e2,14.22,15.02,40,-47,-84,8,37,Y
94:39:e5:21:cf:61,09.02,18,537,-29,0,0,0,Y
94:e9:6a:32:39:bc,10.09,11,50,-45,-86,4,41,Y
94:e9:6a:32:39:bc,14.05,16.59,173,-47,-75,2,28,Y
98:e0:d9:a0:de:8f,09.37,09.56,19,-39,-81,2,42,Y
98:ff:d0:d3:e9:a8,09.57,17.56,478,-51,-80,2,29,Y
98:ff:d0:d3:e9:a8,09.21,17.43,501,-54,0,0,0,Y
9c:35:eb:bf:76:65,17.2,17.33,12,-52,-83,1,31,Y
9c:4f:da:52:0d:28,09.47,10.38,50,-28,-33,5,5,Y
9c:ad:97:5f:78:c6,15.1,13.59,70,-31,-80,11,49,Y
a0:18:28:75:6b:1a,09.57,12.54,177,-43,-89,45,46,Y
a0:18:28:75:6b:1a,09.45,12.51,186,-57,-78,4,21,Y
a0:93:47:08:84:75,15.53,15.38,14,-55,-80,24,25,Y
a0:93:47:1a:ef:97,09.15,10.06,51,-27,0,0,0,Y
a0:93:47:1a:ef:97,13.33,16.59,205,-27,-91,3,64,Y
a0:93:47:29:fc:04,15.1,15.36,25,-27,-89,5,62,Y
a0:93:47:3a:94:c8,10.49,11.09,19,-30,-68,2,38,Y
a0:93:47:93:b1:04,15.04,15.1,5,-28,-81,6,53,Y
a0:93:47:c3:f3:2a,11.3,13.1,99,-28,0,0,0,Y
a0:93:47:dc:17:6d,16.3,16.38,8,-53,0,0,0,Y
a0:ed:cd:12:84:de,16.41,17.08,27,-45,-87,8,42,Y
a0:ed:cd:12:84:de,09.02,11.09,126,-46,-89,14,43,Y
a0:ed:cd:12:84:de,09.02,11.09,126,-13,-86,4,73,Y
a0:ed:cd:12:84:de,09.02,11.09,127,-37,-42,4,5,Y
a4:3d:78:14:83:92,09.15,17.51,516,-13,-92,3,79,Y
a4:3d:78:28:c4:f2,09.26,13.56,269,-55,-94,38,39,Y
a4:3d:78:28:c4:f2,09.28,14.01,272,-51,-66,10,15,Y
a4:3d:78:28:c4:f2,09.25,14.03,277,-47,-91,18,44,Y
a4:3d:78:28:c4:f2,09.19,16.23,423,-53,-80,3,27,Y
a4:3d:78:41:ba:2e,11.29,13.53,143,-28,0,0,0,Y
a4:3d:78:87:d3:1e,11.28,13.3,122,-26,-89,4,63,Y
a4:3d:78:95:19:d1,15.36,16.48,71,-28,-91,1,63,Y
a4:44:d1:04:e8:28,13.4,13.52,11,-49,-90,12,41,Y
a4:44:d1:40:2b:47,10.59,11.22,23,-27,-92,3,65,Y
a4:44:d1:5a:74:69,13.34,16.09,155,-27,-84,3,57,Y
a4:44:d1:ae:c4:75,12.34,15.1,156,-49,-86,37,37,Y
a4:44:d1:e1:7d:19,11.23,14.1,166,-29,-85,1,56,Y
a4:44:d1:fa:81:f9,09.45,09.52,7,-24,-88,1,64,Y
a8:1b:5a:ae:bb:43,09.39,10.02,23,-51,-79,5,28,Y
a8:a7:95:94:a0:75,13.42,16.45,183,-54,-75,1,21,Y
a8:a7:95:be:5c:07,16.12,17.02,50,-52,0,0,0,Y
ac:3c:0b:aa:1d:4b,16.31,16.38,7,-44,-88,1,44,Y
ac:3c:0b:aa:1d:4b,13.01,13.1,8,-41,0,0,0,Y
ac:3c:0b:aa:1d:4b,09.17,09.28,10,-42,0,0,0,Y
ac:7f:3e:7d:d9:04,16.16,17.31,75,-51,-90,5,39,Y
b4:0b:44:25:f1:ed,10.17,10.5,33,-44,-87,1,43,Y
b8:09:8a:19:d7:7a,15.32,15.53,21,-44,-84,1,40,Y
b8:09:8a:45:64:0d,17.05,17.33,27,-50,-87,32,37,Y
b8:98:f7:9f:51:e0,12.45,14.52,127,-53,0,0,0,Y
bc:3a:ea:10:69:b1,15.03,15.1,7,-38,-80,1,42,Y
bc:3a:ea:12:84:09,15.17,18,162,-50,-84,7,34,Y
bc:3a:ea:12:e3:a6,15.38,15.58,20,-29,0,0,0,Y
bc:3a:ea:65:4f:91,13.1,14.19,69,-53,0,0,0,Y
bc:3a:ea:7a:ce:85,09.53,17.09,436,-52,-82,2,30,Y
bc:3a:ea:7a:ce:85,09.02,17.09,487,-52,0,0,0,Y
bc:3a:ea:93:9f:60,10.35,10.43,7,-45,-85,11,40,Y
bc:3a:ea:b0:ed:39,12.37,17.27,289,-51,0,0,0,Y
bc:3a:ea:b0:ed:39,09.52,15.47,355,-51,0,0,0,Y
bc:3a:ea:cb:d5:d6,09.09,09.38,28,-43,-82,24,39,Y
bc:3a:ea:dd:3c:65,16.03,16.09,5,-48,-86,7,38,Y
bc:3a:ea:e9:ba:86,10.15,10.33,17,-50,-89,11,39,Y
bc:3a:ea:f0:87:20,16.38,17.02,23,-53,-87,12,34,Y
bc:3a:ea:fe:3b:ca,14.23,13.22,61,-51,0,0,0,Y
bc:3a:ea:fe:51:26,14.41,14.56,15,-51,-86,7,35,Y
bc:3b:af:b1:fe:e1,10,11.15,74,-46,0,0,0,Y
bc:52:b7:39:5c:9e,10,11.39,98,-48,-90,1,42,Y
c0:63:94:c0:38:d8,10.26,14.47,261,-46,-72,9,26,Y
c4:66:99:29:c8:ce,09.47,17.42,474,-52,-83,2,31,Y
c4:66:99:48:9a:62,11.39,12.13,34,-52,0,0,0,Y
c4:66:99:57:f5:0e,09.48,12.07,139,-43,-88,6,45,Y
c4:66:99:59:41:98,14.04,12.33,90,-49,-85,1,36,Y
c4:66:99:84:e7:26,09.03,10.52,108,-42,0,0,0,Y
c4:66:99:8f:7a:90,15.1,15.32,22,-49,-89,1,40,Y
c4:66:99:90:e5:b8,10.46,12.34,108,-49,-90,9,41,Y
c4:66:99:9d:6c:7a,10.59,11.3,31,-54,-88,4,34,Y
c4:66:99:a2:2d:c1,16.46,17.26,40,-51,0,0,0,Y
c4:66:99:a2:2d:c1,09.09,10.21,71,-51,-64,2,13,Y
c4:66:99:d1:fc:1b,09.50,10,10,-42,-86,1,44,Y
c4:66:99:d1:fc:1b,14.42,17.05,143,-42,-89,8,47,Y
c4:66:99:e7:38:74,11.03,12.38,95,-49,-91,9,42,Y
c8:6f:1d:7a:84:24,17.11,17.16,5,-35,0,0,0,Y
c8:85:50:5d:47:8f,10.15,09.05,69,-53,-88,6,35,Y
c8:e0:eb:91:ef:9a,11.37,13.57,140,-43,-89,7,46,Y
c8:f2:30:14:a1:81,11.29,13.03,93,-51,-84,1,33,Y
c8:f2:30:3c:9c:d4,10.38,11.17,38,-50,-86,10,36,Y
c8:f2:30:51:fb:e9,09.15,17.31,495,-53,-76,13,23,Y
c8:f2:30:51:fb:e9,09.11,17.32,501,-50,-71,3,21,Y
c8:f2:30:51:fb:e9,09.05,17.4,514,-51,-88,25,37,Y
c8:f2:30:51:fb:e9,09.00,17.4,520,-45,-81,25,36,Y
c8:f2:30:58:75:38,14.16,14.23,6,-46,-90,6,44,Y
c8:f2:30:64:7e:98,12.04,13.38,94,-31,0,0,0,Y
c8:f2:30:67:5e:ed,10.01,10.3,29,-50,-89,1,39,Y
c8:f2:30:76:41:fd,12.29,13.57,88,-39,0,0,0,Y
c8:f2:30:78:49:fb,11.48,12.07,19,-50,0,0,0,Y
c8:f2:30:7a:38:6d,09.21,17.41,499,-42,-82,27,40,Y
c8:f2:30:81:6f:0c,10.39,11.33,54,-46,0,0,0,Y
c8:f2:30:83:2c:03,13.32,17.58,266,-48,-90,9,42,Y
c8:f2:30:83:3f:3b,15.24,17.26,122,-52,-77,6,25,Y
c8:f2:30:92:6b:ee,11.03,11.22,19,-37,0,0,0,Y
c8:f2:30:97:ad:b9,09.48,10.15,27,-47,-83,20,36,Y
c8:f2:30:97:cd:a3,16.36,17.4,63,-43,-90,7,47,Y
c8:f2:30:a6:7b:07,10.59,10.33,25,-42,-79,1,37,Y
c8:f6:50:0e:e2:99,10.2,11.1,50,-34,0,0,0,Y
c8:f6:50:0e:e2:99,15.23,17.56,152,-35,-85,3,50,Y
d0:33:11:39:2a:7e,11.44,12.49,65,-52,0,0,0,Y
d0:33:11:39:2a:7e,09.17,10.59,102,-47,-78,22,31,Y
d0:37:42:48:84:35,12.15,12.3,15,-52,-85,1,33,Y
d0:5b:a8:16:bc:12,10.11,10.18,7,-52,-84,2,32,Y
d0:5b:a8:1d:25:ce,17.21,17.45,24,-35,0,0,0,Y
d0:5b:a8:8c:e6:f2,16.19,17.13,54,-52,0,0,0,Y
d0:5b:a8:8c:e6:f2,09.33,10.49,76,-50,0,0,0,Y
d8:55:a3:b4:9c:75,14.16,14.21,5,-52,0,0,0,Y
d8:55:a3:be:97:c3,11.09,14.47,218,-54,-92,23,38,Y
d8:55:a3:be:97:c3,10.01,14.47,286,-51,-96,20,45,Y
d8:9e:3f:8c:9c:66,12.4,17.24,284,-52,0,0,0,Y
d8:9e:3f:f3:24:34,16.46,17.02,16,-50,-83,3,33,Y
dc:2b:61:39:bf:49,11.24,11.36,12,-52,-64,8,12,Y
dc:37:14:81:c6:b9,14.16,14.55,38,-35,-88,2,53,Y
dc:37:14:d3:5c:e0,09.37,09.02,35,-49,-84,30,35,Y
dc:37:14:d3:5c:e0,09.05,09.47,42,-58,-86,12,28,Y
dc:37:14:d3:5c:e0,13,15.17,137,-53,-86,10,33,Y
dc:6d:cd:09:11:a7,15.04,15.38,34,-38,-92,5,54,Y
dc:6d:cd:0d:18:d5,15.24,16.42,77,-39,0,0,0,Y
dc:6d:cd:0d:18:d5,09.26,11.27,121,-41,-86,1,45,Y
dc:6d:cd:14:50:8a,11.22,11.27,5,-53,0,0,0,Y
dc:6d:cd:1b:b2:fe,12.19,12.01,18,-41,-85,1,44,Y
dc:6d:cd:1c:bd:1a,11.09,14.01,172,-53,-85,2,32,Y
dc:6d:cd:26:8b:16,12.19,14.32,132,-50,0,0,0,Y
dc:6d:cd:2d:0e:9a,10.23,16.51,388,-50,-85,14,35,Y
dc:6d:cd:2d:0e:9a,09.46,16.59,432,-51,-91,24,40,Y
dc:6d:cd:2d:0e:9a,09.46,16.59,432,-50,-86,16,36,Y
dc:6d:cd:34:9c:98,09.39,12.12,153,-43,-81,7,38,Y
dc:6d:cd:3c:17:4c,10.09,09.46,23,-46,-89,31,43,Y
dc:6d:cd:49:b2:89,10.23,13.28,184,-42,-87,3,45,Y
dc:6d:cd:5b:f2:47,13.17,15.13,115,-44,-91,1,47,Y
dc:6d:cd:5d:0c:c9,10.48,11,12,-39,-84,6,45,Y
dc:6d:cd:5d:6e:18,11.59,12.19,20,-39,0,0,0,Y
dc:6d:cd:60:38:af,16.12,16.19,7,-34,0,0,0,Y
dc:6d:cd:61:4c:7f,11.3,11.39,8,-47,0,0,0,Y
dc:6d:cd:71:bf:98,15.36,16.53,77,-39,0,0,0,Y
dc:6d:cd:80:16:ff,11.34,12.1,36,-40,-86,8,46,Y
dc:6d:cd:81:fa:ee,10.02,11.29,86,-34,0,0,0,Y
dc:6d:cd:81:fa:ee,15.01,17.12,130,-35,-90,1,55,Y
dc:6d:cd:ab:21:d9,17.26,16.12,74,-43,0,0,0,Y
dc:6d:cd:bf:b9:c4,09.56,11.33,97,-47,0,0,0,Y
dc:6d:cd:d9:a0:52,12.05,13.3,84,-39,0,0,0,Y
dc:6d:cd:dc:e2:57,15.38,16.16,38,-52,-86,4,34,Y
dc:6d:cd:dc:e2:57,09.02,11.48,166,-52,-89,6,37,Y
